name,actualCost,price,category,isActive,isPublic,testName,testUnit,testReferenceRange,medicineGenericName,medicineForm,medicineManufacturer,medicineDoseDirection,medicineRoute,medicineDirection
CANCER MARKER,0,0,investigation,yes,yes,PSA Total,ng/mL,<40 years age: < or =2.0; 40-49 years age:< or =2.5;50-59 years age:< or =3.5; 60-69 years age: < or =4.5; 70-79 years age:< or =6.5>; or 80 years age:< or =7.2,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,24 Hr. Ambulatory Blood Pressure,,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,24 Hr. Ambulatory ECG (Holter Monitoring),,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,COLOUR DOPPLER ECHO,,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,ECG,,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,ETT-Stress ECG,,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,ECHOCARDIOGRAM-2D & M-MODE,,,,,,,,
CARDIAC IMAGING,0,0,investigation,yes,yes,Lymphoscintigraphy,,,,,,,,
24 Hr. Ambulatory Blood Pressure,0,0,investigation,yes,yes,24 Hr. Ambulatory Blood Pressure,,,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,CK-MB,IU/L,5-25 IU/L,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,Troponin 1,ng/mL,<0.01. Increased level is to be interpreted by physician,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,Myoglobin,ng/mL,0-85 ng/mL,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,CPK,U/L,22-198 U/L,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,Homocysteine,µmol/L,4-15 µmol/L),,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,BNP (Brain-Type Natriuretic Peptide),pg/mL,< 100 pg/mL(picogram/mililiter) - HF unlikely; >400 pg/mL - HF likely; 100-400 pg/mL - Use clinical judgment,,,,,,
CARDIOLOGY Markers,0,0,investigation,yes,yes,NT-pro BNP (Brain-Type Natriuretic Peptide),ng/mL,< 300 ng/mL (nanogram/mililiter) - HF unlikely; Age < 50 years: NT-proBNP >450 pg/mL - HF likely; Age 50-75 years: NT-proBNP >900 pg/mL – HF likely; Age >75 years: NT-proBNP >1800 – HF likely,,,,,,
DOPPLER,0,0,investigation,yes,yes,Colour DOPPLER Study of Great Vessels of Neck Lt side,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,Colour DOPPLER Study of Great Vessels of Neck Rt side,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,Colour DOPPLER Study of Great Vessels of Neck,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,Colour DOPPLER Study of Spermatic Veins,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER AND DUPLEX Study of Facial region,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Both Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Both Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Lt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Lt Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Rt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Arteries of Rt Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of CAROTID bilateral,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of CAROTID Lt,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of CAROTID Rt,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Facial region,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Facial region,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Lt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Neck Vessels,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Pampiniform Plexus,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Portal and Hepatic Veins,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Renal Artery,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Rt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Throat for Swelling,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Both Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Both Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Lt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Lt Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Rt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Veins of Rt Upper Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Both Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Both Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Lt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Lt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Rt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DOPPLER Study of Vessels of Rt Lower Limbs,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of both Lower Limb,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Both side of Neck,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Facial region,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Lt Femoral Vein and Artery,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Lt side of Neck,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Rt Femoral Vein and Artery,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Rt side of Neck,,,,,,,,
DOPPLER,0,0,investigation,yes,yes,DUPLEX Study of Scrotum,,,,,,,,
EMG,0,0,investigation,yes,yes,EMG,,,,,,,,
CRP,0,0,investigation,yes,yes,CRP (C-reactive Protein),mg/L,<8 mg/L,,,,,,
Coagulation,0,0,investigation,yes,yes,ACT,second/s,varies with test device used. Please check manufacturer's referrence.May vary between 80-160 seconds,,,,,,
Coagulation,0,0,investigation,yes,yes,APTT,second/s,30-45 seconds,,,,,,
Coagulation,0,0,investigation,yes,yes,PTT,second/s,25-35 seconds,,,,,,
Coagulation,0,0,investigation,yes,yes,Prothrombin time,second/s,11-14 seconds,,,,,,
Coagulation,0,0,investigation,yes,yes,D-dimer,µg/mL,"Interpretation is by physician only. ",,,,,,
Coagulation,0,0,investigation,yes,yes,FDP (Fibrin Degradation Products),µg/mL,<10 µg/mL or less than 10 mg/L (SI units). An FDP level of more than 40 mg/mL is considered critical,,,,,,
Coagulation,0,0,investigation,yes,yes,Fibrinogen,mg/dL,Fibrinogen: 150-400 mg/dL. Fibrinogen antigen (range 149-353 mg/dL) is different,,,,,,
Coagulation,0,0,investigation,yes,yes,"INR, Prothrombin time ",,,,,,,,
Coagulation,0,0,investigation,yes,yes,"INR, Prothrombin time, Fibrinogen ",,,,,,,,
Coagulation,0,0,investigation,yes,yes,"INR, Prothrombin time, Fibrinogen, FDP ",,,,,,,,
Coagulation,0,0,investigation,yes,yes,INR (International Normalized Ratio),,0.9-1.2,,,,,,
Coagulation,0,0,investigation,yes,yes,Protein C,IU/dL,"The normal protein C level in a healthy adult is approximately 65-135 IU/dL. For a healthy term infant, the average value is 40 IU/dL, which will increase as the child ages, to approximately 60 IU/dL;Protein C deficiency is considered mild at plasma levels greater than 20 IU/dL but below the reference range. Moderate-to-severe deficiency is blood concentrations ranging from 1-20 IU/dL. Severe protein C deficiency is a value of less than 1 IU/dL or if protein C is not detectable.",,,,,,
Coagulation,0,0,investigation,yes,yes,Protein S,U/dL,Males: Greater than 73 U/dL; Females: Greater than 63 U/dL,,,,,,
COLPOSCOPY,0,0,investigation,yes,yes,COLPOSCOPY,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Abdominal Aorta,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Abdominal Aorta with Lower Limb Arteries,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Brain,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Carotid,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Coronary Vessels,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Pheripheral artery,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Cardiac,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram with IVU,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Renal,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Thoracic Aorta and Arch of Aorta,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Upper Limb Arteries,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Aortogram from Neck and Femoral Head,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Ankles,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Ankle Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Ankle Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Angiogram of Brain,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Arm Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Arm Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Base of the Skull,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Bones,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Brain,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Brain & Orbits,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Brain & PNS,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Brain/Head/Skull,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Calcaneous Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Calcaneous Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Cervical spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Cervical spine with Myelogram,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Chest,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Chest and CT guided FNAC,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Colonoscopy (Virtual),,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Dorsal Spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Dorsal Spine with Myelogram,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Elbow Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Elbow Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Foot Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Foot Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Guided FNAC,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Guided RFT,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT HBS ( Hepatobiliary system),,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT HRCT of Lungs,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT HRCT Chest,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Hip Joints,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Hip Joint Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Hip Joint Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Humerus Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Humerus Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Iliac Fossa Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Iliac Fossa Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Joints,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Kidney Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Kidney Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Knee Joint Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Knee Joint Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,"CT KUB (kidney, ureter, bladder regions)",,,,,,,,
CT SCAN,0,0,investigation,yes,yes,"CT KUB (kidney, ureter, bladder regions) Without Contrast",,,,,,,,
CT SCAN,0,0,investigation,yes,yes,"CT KUB (kidney, ureter, bladder regions) With Contrast",,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Liver/Pancreas/Kidneys,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lower Abdomen,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lumber Spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lumbo-Sacral Spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lumbo-Sacral Spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lungs,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lung Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Lung Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Mastoid Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Mastoid Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Maxalofacial Region,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Mid Theigh,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Nasopharynx,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Neck,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Oesophagus,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Orbits,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Orbit Right,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Orbit Left,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Pancreas,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Pelvis,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Pituitary Fossa,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Pituitary Gland/Sella Turcica,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT PNS (Para-Nasal Sinus),,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Scull,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Shoulder Joint Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Shoulder Joint Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Supra-renal glands,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Temperomandibular Joint Rt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Temperomandibular Joint Lt,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Thoracic / Dorsal Spine,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Thorax,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Upper Abdomen,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Urogram,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,CT Whole Abdomen,,,,,,,,
CT SCAN,0,0,investigation,yes,yes,Myelo-CT of Cervical Spine,,,,,,,,
cystoscopy,0,0,investigation,yes,yes,cystoscopy,,,,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Carbamazepine,mg/L,The therapeutic reference range of carbamazepine is 4-12 mg/L. The minimum toxic level is 10 mg/kg. The toxic concentration/critical laboratory value is greater than 30-40 mg/L,,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Cyclosporine,ng/mL,"Most individuals display optimal response to cyclosporine with trough whole blood levels 100 to 400 ng/mL. Preferred therapeutic ranges may vary by transplant type, protocol, and comedications. Therapeutic ranges are based on specimens drawn at trough (ie, immediately before the next scheduled dose)",,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Digoxin,ng/mL,"Therapeutic serum digoxin levels range from 0.5–2 ng/mL. Serum levels may be drawn 6–8 hr after a dose is administered, although they are usually drawn immediately before the next dose.",,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Phenobarbital,µg/mL,"There is no exact relationship between the concentration of phenobarbital in the plasma and its therapeutic effects, however, plasma levels of 10-35 µg/mL are recommended for seizure management",,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Phenytoin,µg/mL,Phenytoin doses are usually selected to attain therapeutic plasma total phenytoin concentrations of 10 to 20 µg/mL,,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Tacrolimus,ng/mL,"Most individuals display optimal response to Tacrolimus with trough whole blood levels of 5.0 to 15.0 ng/mL. Preferred therapeutic ranges may vary by transplant type, protocol, and comedications. Therapeutic ranges are based on samples drawn at trough ",,,,,,
DRUG MONITORING (THERAPEUTIC DRUGS),0,0,investigation,yes,yes,Valproic Acid,µg/mL,"The therapeutic range for Valproic acid (total) is 50-125 µg/mL. The toxic level is greater than 150 µg/mL. The therapeutic range for valproic acid (free) is 6-22 µg/mL. The toxic level is greater than 50 µg/mL; above this threshold concentration, the binding sites on plasma albumin begin to become saturated.",,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Amphetamine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Benzodiazepine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Cannabinoids,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Cocaine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Opiates,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Methadone,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Heroin,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Codeine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Morphine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,marijuana,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,Phencyclidine,,,,,,,,
DRUGS OF ABUSE/TOXICITY Screening: Blood,0,0,investigation,yes,yes,"Bezodiazepine, Cocaine, Amphetamine, Opiates",,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Abdominal Aorta,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Kidney,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Liver,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Lower Limb Left,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Lower Limb Right,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Penis,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Portal Vain,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Scrotum,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Theigh Left,,,,,,,,
DUPLEX STUDY of VESSELS of,0,0,investigation,yes,yes,DUPLEX STUDY of VESSELS of Theigh Right,,,,,,,,
EEG,0,0,investigation,yes,yes,EEG,,,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Ca (Serum Total),mmol/L,2.18-2.58 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Ca (Serum Ionized),mmol/L,1.05-1.30 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Cl,mmol/L,98-106 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,HCO3-,mmol/L,24-30 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Inorganic Phosphate,mmol/L,0.8-1.5 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,K,,,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Mg,mmol/L,0.75-0.95 mmol/L,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,"Na, K, Cl,HCO3",,,,,,,,
Serum Electrolytes,0,0,investigation,yes,yes,Na,mmol/L,135-145 mmol/L,,,,,,
